Wall time,Step,Value
1738862759.0594444,7845120,0.9983801245689392
1738862776.0730572,7879680,0.9917582273483276
1738862840.7048655,7914240,0.9637870788574219
1738862857.9208615,7948800,0.9986437559127808
1738862922.2849047,7983360,0.9971996545791626
1738862939.2017496,8017920,0.9945972561836243
1738863003.145642,8052480,0.9856321811676025
1738863019.9296124,8087040,0.9800000190734863
1738863083.7394583,8121600,0.9818181991577148
1738863100.5562463,8156160,0.9796037077903748
1738863168.2793028,8190720,0.975806474685669
1738863203.8604946,8225280,0.9943609237670898
1738863267.570434,8259840,0.9482543468475342
1738863285.3394701,8294400,0.9512678384780884
1738863348.6555133,8328960,0.9943609237670898
1738863375.0160737,8363520,0.9941176176071167
1738863439.8393052,8398080,0.9716890454292297
1738863457.0721784,8432640,0.8220668435096741
1738863524.1154087,8467200,0.9933950304985046
1738863542.5776281,8501760,1.0
1738863607.2557359,8536320,0.9952229261398315
1738863624.2005706,8570880,0.9986437559127808
1738863687.256573,8605440,0.7458677887916565
1738863703.8904047,8640000,0.9987392425537109
1738863768.149278,8674560,1.0
1738863787.7231977,8709120,0.9982555508613586
1738863851.0338285,8743680,0.9918032884597778
1738863867.6609833,8778240,0.9444444179534912
1738863931.221173,8812800,0.9932432174682617
1738863947.9762535,8847360,0.993820309638977
1738864011.235575,8881920,0.9856076836585999
1738864028.0415726,8916480,0.9870040416717529
1738864092.334069,8951040,0.9894872903823853
1738864109.0720325,8985600,0.9974830150604248
1738864172.002045,9020160,0.9471539855003357
1738864188.6501617,9054720,0.9844028353691101
1738864251.7659888,9089280,0.979629635810852
1738864269.1739886,9123840,0.9920290112495422
1738864334.4693148,9158400,0.9756637215614319
1738864351.8796763,9192960,0.966797411441803
1738864416.9400444,9227520,0.9704301357269287
1738864434.2939928,9262080,0.9828519821166992
1738864499.4755425,9296640,0.996151328086853
1738864516.9283366,9331200,0.9775761961936951
1738864581.3885033,9365760,0.9918032884597778
1738864598.6504972,9400320,0.9512678384780884
1738864660.6042235,9434880,0.958695650100708
1738864676.9593146,9469440,0.9943609237670898
1738864738.2994218,9504000,0.9868460893630981
1738864754.7034192,9538560,0.9610186815261841
1738864815.861422,9573120,0.9772727489471436
1738864832.2704194,9607680,0.9977375268936157
1738864893.3657844,9642240,0.9938417673110962
1738864910.130884,9676800,0.9938769340515137
1738864970.9278874,9711360,0.9856321811676025
1738864987.5219772,9745920,0.9841920137405396
1738865049.0782344,9780480,0.9863387942314148
1738865065.5492322,9815040,0.9856321811676025
1738865126.4822335,9849600,0.9946818351745605
1738865142.9562297,9884160,0.954049825668335
1738865203.9242337,9918720,0.9636008143424988
1738865220.3392305,9953280,0.9960992932319641
1738865282.0242326,9987840,0.9433962106704712
1738865298.7145689,10022400,0.9986437559127808
